Vname;N;k;RhoReference;RhoEstimated;RCM_bar;RCV_bar
SAR1_25_-0.7_27;25;27;-0.7;-0.6727255;0.01562214;0.93372033
SAR1_25_-0.7_333;25;333;-0.7;-0.6727255;0.0110181;0.12617808
SAR1_25_-0.7_4;25;4;-0.7;-0.6727255;0.00536656;0.99766747
SAR1_25_-0.7_417;25;417;-0.7;-0.6727255;0.00480348;0.07006209
SAR1_25_-0.7_43;25;43;-0.7;-0.6727255;0.02067366;0.80499333
SAR1_25_-0.7_500;25;500;-0.7;-0.6727255;0.00500649;0.03602262
SAR1_25_-0.7_563;25;563;-0.7;-0.6727255;0.00238395;0.02654596
SAR1_25_-0.7_6;25;6;-0.7;-0.6727255;0.0066229;0.99358979
SAR1_25_-0.7_618;25;618;-0.7;-0.6727255;0.00091065;0.00437654
SAR1_25_-0.7_80;25;80;-0.7;-0.6727255;0.01531741;0.74269059
SAR1_25_-0.9_14;25;14;-0.9;-0.9016299;0.01474348;0.97033905
SAR1_25_-0.9_170;25;170;-0.9;-0.9016299;0.01272022;0.31623761
SAR1_25_-0.9_250;25;250;-0.9;-0.9016299;0.01082525;0.19096064
SAR1_25_-0.9_27;25;27;-0.9;-0.9016299;0.01628543;0.93854799
SAR1_25_-0.9_333;25;333;-0.9;-0.9016299;0.00851532;0.07182437
SAR1_25_-0.9_4;25;4;-0.9;-0.9016299;0.00329236;0.99900466
SAR1_25_-0.9_417;25;417;-0.9;-0.9016299;0.00510014;0.05443886
SAR1_25_-0.9_43;25;43;-0.9;-0.9016299;0.02196822;0.80402831
SAR1_25_-0.9_500;25;500;-0.9;-0.9016299;0.0034329;0.03755719
SAR1_25_-0.9_563;25;563;-0.9;-0.9016299;0.00247321;0.02223731
SAR1_25_-0.9_6;25;6;-0.9;-0.9016299;0.00865312;0.9894415
SAR1_25_-0.9_618;25;618;-0.9;-0.9016299;0.00057414;0.0036344
SAR1_25_-0.9_80;25;80;-0.9;-0.9016299;0.02246001;0.63670861
SAR1_25_0.3_14;25;14;0.3;0.2177759;0.03218206;0.8750134
SAR1_25_0.3_170;25;170;0.3;0.2177759;0.01573873;0.35143492
SAR1_25_0.3_250;25;250;0.3;0.2177759;0.01216392;0.17885472
SAR1_25_0.3_27;25;27;0.3;0.2177759;0.02254316;0.86693825
SAR1_25_0.3_333;25;333;0.3;0.2177759;0.0140327;0.09445095
SAR1_25_0.3_4;25;4;0.3;0.2177759;0.01172432;0.98482365
SAR1_25_0.3_417;25;417;0.3;0.2177759;0.00799687;0.04354259
SAR1_25_0.3_43;25;43;0.3;0.2177759;0.01953276;0.77086631
SAR1_25_0.3_500;25;500;0.3;0.2177759;0.00523161;0.02594119
SAR1_25_0.3_563;25;563;0.3;0.2177759;0.00443028;0.01296739
SAR1_25_0.3_6;25;6;0.3;0.2177759;0.02597173;0.94320343
SAR1_25_0.3_618;25;618;0.3;0.2177759;0.00118363;0.00348678
SAR1_25_0.3_80;25;80;0.3;0.2177759;0.01571395;0.62701225
SAR1_25_0.5_14;25;14;0.5;0.46107815;0.02501651;0.89963238
SAR1_25_0.5_170;25;170;0.5;0.46107815;0.01535617;0.27693126
SAR1_25_0.5_250;25;250;0.5;0.46107815;0.01502176;0.11205755
SAR1_25_0.5_27;25;27;0.5;0.46107815;0.01813192;0.81889489
SAR1_25_0.5_333;25;333;0.5;0.46107815;0.01084344;0.05134013
SAR1_25_0.5_4;25;4;0.5;0.46107815;0.0196969;0.97831021
SAR1_25_0.5_417;25;417;0.5;0.46107815;0.01140316;0.0362238
SAR1_25_0.5_43;25;43;0.5;0.46107815;0.02777131;0.70173902
SAR1_25_0.5_500;25;500;0.5;0.46107815;0.00576065;0.01298773
SAR1_25_0.5_563;25;563;0.5;0.46107815;0.00346654;0.01515725
SAR1_25_0.5_6;25;6;0.5;0.46107815;0.02493461;0.95908986
SAR1_25_0.5_618;25;618;0.5;0.46107815;0.00110822;0.00286079
SAR1_25_0.5_80;25;80;0.5;0.46107815;0.0245861;0.51844267
SAR1_25_0.7_14;25;14;0.7;0.72106468;0.03885611;0.81524149
SAR1_25_0.7_170;25;170;0.7;0.72106468;0.02545222;0.13226368
SAR1_25_0.7_250;25;250;0.7;0.72106468;0.01787192;0.03429213
SAR1_25_0.7_27;25;27;0.7;0.72106468;0.03642611;0.68623509
SAR1_25_0.7_333;25;333;0.7;0.72106468;0.02263931;0.04899989
SAR1_25_0.7_4;25;4;0.7;0.72106468;0.03217758;0.93955823
SAR1_25_0.7_417;25;417;0.7;0.72106468;0.01389486;0.03814278
SAR1_25_0.7_43;25;43;0.7;0.72106468;0.03230159;0.58885129
SAR1_25_0.7_500;25;500;0.7;0.72106468;0.01123661;0.02433476
SAR1_25_0.7_563;25;563;0.7;0.72106468;0.00677248;0.01049104
SAR1_25_0.7_6;25;6;0.7;0.72106468;0.03193712;0.92815651
SAR1_25_0.7_618;25;618;0.7;0.72106468;0.00065346;0.00469476
SAR1_25_0.7_80;25;80;0.7;0.72106468;0.02764735;0.36232271
SAR1_25_0.9_14;25;14;0.9;0.887846;0.05421583;0.54966467
SAR1_25_0.9_170;25;170;0.9;0.887846;0.01890676;0.20066473
SAR1_25_0.9_250;25;250;0.9;0.887846;0.0168638;0.19501197
SAR1_25_0.9_27;25;27;0.9;0.887846;0.06322524;0.30852021
SAR1_25_0.9_333;25;333;0.9;0.887846;0.0205572;0.1678231
SAR1_25_0.9_4;25;4;0.9;0.887846;0.03534423;0.86314554
SAR1_25_0.9_417;25;417;0.9;0.887846;0.01600036;0.1103461
SAR1_25_0.9_43;25;43;0.9;0.887846;0.03793542;0.19132874
SAR1_25_0.9_500;25;500;0.9;0.887846;0.00740853;0.05661979
SAR1_25_0.9_563;25;563;0.9;0.887846;0.00586705;0.02662263
SAR1_25_0.9_6;25;6;0.9;0.887846;0.04823122;0.80508549
SAR1_25_0.9_618;25;618;0.9;0.887846;0.00110543;0.00414598
SAR1_25_0.9_80;25;80;0.9;0.887846;0.02729008;0.10621944
SAR1_25_0_14;25;14;0;-0.0580826;0.01726508;0.93913069
SAR1_25_0_170;25;170;0;-0.0580826;0.01150323;0.38997867
SAR1_25_0_250;25;250;0;-0.0580826;0.01050918;0.23107446
SAR1_25_0_27;25;27;0;-0.0580826;0.01357889;0.90279937
SAR1_25_0_333;25;333;0;-0.0580826;0.01104627;0.11432425
SAR1_25_0_4;25;4;0;-0.0580826;0.01050246;0.99451594
SAR1_25_0_417;25;417;0;-0.0580826;0.00634524;0.07463643
SAR1_25_0_43;25;43;0;-0.0580826;0.01429735;0.81336916
SAR1_25_0_500;25;500;0;-0.0580826;0.00482999;0.03090613
SAR1_25_0_563;25;563;0;-0.0580826;0.00371684;0.01737908
SAR1_25_0_6;25;6;0;-0.0580826;0.00799812;0.99055124
SAR1_25_0_618;25;618;0;-0.0580826;0.00084626;0.00307263
SAR1_25_0_80;25;80;0;-0.0580826;0.01723852;0.64673195
SAR1_30_-0.3_120;30;120;-0.3;-0.3302237;0.01936875;0.66709597
SAR1_30_-0.3_20;30;20;-0.3;-0.3302237;0.01545365;0.93989195
SAR1_30_-0.3_240;30;240;-0.3;-0.3302237;0.01219009;0.48293452
SAR1_30_-0.3_360;30;360;-0.3;-0.3302237;0.01198625;0.30537097
SAR1_30_-0.3_4;30;4;-0.3;-0.3302237;0.01111986;0.98955558
SAR1_30_-0.3_40;30;40;-0.3;-0.3302237;0.01431159;0.90539735
SAR1_30_-0.3_480;30;480;-0.3;-0.3302237;0.00832403;0.19404909
SAR1_30_-0.3_60;30;60;-0.3;-0.3302237;0.01470759;0.8558649
SAR1_30_-0.3_600;30;600;-0.3;-0.3302237;0.00577288;0.1034056
SAR1_30_-0.3_720;30;720;-0.3;-0.3302237;0.00474002;0.04690746
SAR1_30_-0.3_810;30;810;-0.3;-0.3302237;0.00219961;0.01340886
SAR1_30_-0.3_890;30;890;-0.3;-0.3302237;0.00093947;0.0030857
SAR1_30_-0.3_9;30;9;-0.3;-0.3302237;0.0093518;0.98839844
SAR1_30_-0.5_120;30;120;-0.5;-0.4776014;0.01519904;0.72797001
SAR1_30_-0.5_20;30;20;-0.5;-0.4776014;0.01474658;0.95552348
SAR1_30_-0.5_240;30;240;-0.5;-0.4776014;0.01212383;0.47465219
SAR1_30_-0.5_360;30;360;-0.5;-0.4776014;0.01251638;0.31153378
SAR1_30_-0.5_4;30;4;-0.5;-0.4776014;0.00596828;0.99724924
SAR1_30_-0.5_40;30;40;-0.5;-0.4776014;0.01321084;0.90458659
SAR1_30_-0.5_480;30;480;-0.5;-0.4776014;0.00871122;0.16949641
SAR1_30_-0.5_60;30;60;-0.5;-0.4776014;0.0164314;0.85114795
SAR1_30_-0.5_600;30;600;-0.5;-0.4776014;0.00656481;0.09545681
SAR1_30_-0.5_720;30;720;-0.5;-0.4776014;0.00298374;0.0389926
SAR1_30_-0.5_810;30;810;-0.5;-0.4776014;0.00333183;0.02272447
SAR1_30_-0.5_890;30;890;-0.5;-0.4776014;0.00081283;0.00263183
SAR1_30_-0.5_9;30;9;-0.5;-0.4776014;0.00836937;0.99173015
SAR1_30_-0.7_120;30;120;-0.7;-0.6768741;0.01294401;0.76574664
SAR1_30_-0.7_20;30;20;-0.7;-0.6768741;0.01254487;0.95774912
SAR1_30_-0.7_240;30;240;-0.7;-0.6768741;0.01145976;0.49169309
SAR1_30_-0.7_360;30;360;-0.7;-0.6768741;0.00989298;0.34267417
SAR1_30_-0.7_4;30;4;-0.7;-0.6768741;0.01615109;0.9667321
SAR1_30_-0.7_40;30;40;-0.7;-0.6768741;0.01543957;0.92663766
SAR1_30_-0.7_480;30;480;-0.7;-0.6768741;0.00971207;0.20880402
SAR1_30_-0.7_60;30;60;-0.7;-0.6768741;0.01473657;0.8697869
SAR1_30_-0.7_600;30;600;-0.7;-0.6768741;0.00715264;0.10919912
SAR1_30_-0.7_720;30;720;-0.7;-0.6768741;0.00299754;0.04905126
SAR1_30_-0.7_810;30;810;-0.7;-0.6768741;0.00250331;0.02486647
SAR1_30_-0.7_890;30;890;-0.7;-0.6768741;0.00055011;0.00326158
SAR1_30_-0.7_9;30;9;-0.7;-0.6768741;0.0085783;0.99247653
SAR1_30_-0.9_120;30;120;-0.9;-0.876214;0.01479326;0.72093158
SAR1_30_-0.9_20;30;20;-0.9;-0.876214;0.0100563;0.96896074
SAR1_30_-0.9_240;30;240;-0.9;-0.876214;0.01153678;0.47569725
SAR1_30_-0.9_360;30;360;-0.9;-0.876214;0.0115315;0.31304133
SAR1_30_-0.9_4;30;4;-0.9;-0.876214;0.00472407;0.99865207
SAR1_30_-0.9_40;30;40;-0.9;-0.876214;0.01606897;0.92069259
SAR1_30_-0.9_480;30;480;-0.9;-0.876214;0.00594467;0.18152204
SAR1_30_-0.9_60;30;60;-0.9;-0.876214;0.01587716;0.87162165
SAR1_30_-0.9_600;30;600;-0.9;-0.876214;0.00515417;0.07255224
SAR1_30_-0.9_720;30;720;-0.9;-0.876214;0.00248167;0.03865722
SAR1_30_-0.9_810;30;810;-0.9;-0.876214;0.00179035;0.01776492
SAR1_30_-0.9_890;30;890;-0.9;-0.876214;0.00053768;0.00305083
SAR1_30_-0.9_9;30;9;-0.9;-0.876214;0.00592151;0.99664017
SAR1_30_0.3_120;30;120;0.3;0.31016212;0.01490051;0.58489862
SAR1_30_0.3_20;30;20;0.3;0.31016212;0.02602934;0.8822609
SAR1_30_0.3_240;30;240;0.3;0.31016212;0.01414915;0.35652875
SAR1_30_0.3_360;30;360;0.3;0.31016212;0.0174213;0.20428226
SAR1_30_0.3_4;30;4;0.3;0.31016212;0.015729;0.98881188
SAR1_30_0.3_40;30;40;0.3;0.31016212;0.01615244;0.82446944
SAR1_30_0.3_480;30;480;0.3;0.31016212;0.01206689;0.10539005
SAR1_30_0.3_60;30;60;0.3;0.31016212;0.02341981;0.74274096
SAR1_30_0.3_600;30;600;0.3;0.31016212;0.00687953;0.05484947
SAR1_30_0.3_720;30;720;0.3;0.31016212;0.00415505;0.01470613
SAR1_30_0.3_810;30;810;0.3;0.31016212;0.00239851;0.01042345
SAR1_30_0.3_890;30;890;0.3;0.31016212;0.00068284;0.00247711
SAR1_30_0.3_9;30;9;0.3;0.31016212;0.01656532;0.96851619
SAR1_30_0.5_120;30;120;0.5;0.47601372;0.01924057;0.50078227
SAR1_30_0.5_20;30;20;0.5;0.47601372;0.02032231;0.89282094
SAR1_30_0.5_240;30;240;0.5;0.47601372;0.01419024;0.29163945
SAR1_30_0.5_360;30;360;0.5;0.47601372;0.01569946;0.16699428
SAR1_30_0.5_4;30;4;0.5;0.47601372;0.01285782;0.98321773
SAR1_30_0.5_40;30;40;0.5;0.47601372;0.02183701;0.80628957
SAR1_30_0.5_480;30;480;0.5;0.47601372;0.00989885;0.08731836
SAR1_30_0.5_60;30;60;0.5;0.47601372;0.02307074;0.70842147
SAR1_30_0.5_600;30;600;0.5;0.47601372;0.00668194;0.03018726
SAR1_30_0.5_720;30;720;0.5;0.47601372;0.00325369;0.01841223
SAR1_30_0.5_810;30;810;0.5;0.47601372;0.00271713;0.00824493
SAR1_30_0.5_890;30;890;0.5;0.47601372;0.00082104;0.00280191
SAR1_30_0.5_9;30;9;0.5;0.47601372;0.02328129;0.9492398
SAR1_30_0.7_120;30;120;0.7;0.74504408;0.01847072;0.39987988
SAR1_30_0.7_20;30;20;0.7;0.74504408;0.02468232;0.84289015
SAR1_30_0.7_240;30;240;0.7;0.74504408;0.02732532;0.17474688
SAR1_30_0.7_360;30;360;0.7;0.74504408;0.01913538;0.06588234
SAR1_30_0.7_4;30;4;0.7;0.74504408;0.02101506;0.97938934
SAR1_30_0.7_40;30;40;0.7;0.74504408;0.0175799;0.69014173
SAR1_30_0.7_480;30;480;0.7;0.74504408;0.01577631;0.03003001
SAR1_30_0.7_60;30;60;0.7;0.74504408;0.02386573;0.58938393
SAR1_30_0.7_600;30;600;0.7;0.74504408;0.00822068;0.02273319
SAR1_30_0.7_720;30;720;0.7;0.74504408;0.00445481;0.02474599
SAR1_30_0.7_810;30;810;0.7;0.74504408;0.00213997;0.01335709
SAR1_30_0.7_890;30;890;0.7;0.74504408;0.00055382;0.00473481
SAR1_30_0.7_9;30;9;0.7;0.74504408;0.02720791;0.91841202
SAR1_30_0.9_120;30;120;0.9;0.87355509;0.03156363;0.12743469
SAR1_30_0.9_20;30;20;0.9;0.87355509;0.0387936;0.65667639
SAR1_30_0.9_240;30;240;0.9;0.87355509;0.02408008;0.03078629
SAR1_30_0.9_360;30;360;0.9;0.87355509;0.02404835;0.06378107
SAR1_30_0.9_4;30;4;0.9;0.87355509;0.03083206;0.95357145
SAR1_30_0.9_40;30;40;0.9;0.87355509;0.03836676;0.47735414
SAR1_30_0.9_480;30;480;0.9;0.87355509;0.02263071;0.0821087
SAR1_30_0.9_60;30;60;0.9;0.87355509;0.03204853;0.31263404
SAR1_30_0.9_600;30;600;0.9;0.87355509;0.01181131;0.06468684
SAR1_30_0.9_720;30;720;0.9;0.87355509;0.00456228;0.04757249
SAR1_30_0.9_810;30;810;0.9;0.87355509;0.00265254;0.02406519
SAR1_30_0.9_890;30;890;0.9;0.87355509;0.00062413;0.00508781
SAR1_30_0.9_9;30;9;0.9;0.87355509;0.04709042;0.81855262
SAR1_30_0_120;30;120;0;-0.0247503;0.01828095;0.65965722
SAR1_30_0_20;30;20;0;-0.0247503;0.02127177;0.9269212
SAR1_30_0_240;30;240;0;-0.0247503;0.01359419;0.41922624
SAR1_30_0_360;30;360;0;-0.0247503;0.01596887;0.26803609
SAR1_30_0_4;30;4;0;-0.0247503;0.01601162;0.98455519
SAR1_30_0_40;30;40;0;-0.0247503;0.02264859;0.84663879
SAR1_30_0_480;30;480;0;-0.0247503;0.01448706;0.15794812
SAR1_30_0_60;30;60;0;-0.0247503;0.01520094;0.81846096
SAR1_30_0_600;30;600;0;-0.0247503;0.00921513;0.08755599
SAR1_30_0_720;30;720;0;-0.0247503;0.00326087;0.04154497
SAR1_30_0_810;30;810;0;-0.0247503;0.00230309;0.02076436
SAR1_30_0_890;30;890;0;-0.0247503;0.00072697;0.0030641
SAR1_30_0_9;30;9;0;-0.0247503;0.0091315;0.98346807
SAR1_5_-0.3_10;5;10;-0.3;-0.332393;0.05370421;0.39155481
SAR1_5_-0.3_13;5;13;-0.3;-0.332393;0.03990551;0.3946561
SAR1_5_-0.3_15;5;15;-0.3;-0.332393;0.04011511;0.29294434
SAR1_5_-0.3_18;5;18;-0.3;-0.332393;0.0363179;0.17470192
SAR1_5_-0.3_20;5;20;-0.3;-0.332393;0.02845397;0.10781131
SAR1_5_-0.3_22;5;22;-0.3;-0.332393;0.01655897;0.07211961
SAR1_5_-0.3_24;5;24;-0.3;-0.332393;0.00970733;0.01773819
SAR1_5_-0.3_3;5;3;-0.3;-0.332393;0.05108909;0.87962186
SAR1_5_-0.3_5;5;5;-0.3;-0.332393;0.06951602;0.69418553
SAR1_5_-0.5_10;5;10;-0.5;-0.5160435;0.04546849;0.47197402
SAR1_5_-0.5_13;5;13;-0.5;-0.5160435;0.04636132;0.37876082
SAR1_5_-0.5_15;5;15;-0.5;-0.5160435;0.03849943;0.31085067
SAR1_5_-0.5_18;5;18;-0.5;-0.5160435;0.03869481;0.14648397
SAR1_5_-0.5_20;5;20;-0.5;-0.5160435;0.02234709;0.11382967
SAR1_5_-0.5_22;5;22;-0.5;-0.5160435;0.01889294;0.04379489
SAR1_5_-0.5_24;5;24;-0.5;-0.5160435;0.00594121;0.02478368
SAR1_5_-0.5_3;5;3;-0.5;-0.5160435;0.03330903;0.94208454
SAR1_5_-0.5_5;5;5;-0.5;-0.5160435;0.05367102;0.72986164
SAR1_5_-0.7_10;5;10;-0.7;-0.721326;0.03860701;0.62409593
SAR1_5_-0.7_13;5;13;-0.7;-0.721326;0.03242595;0.53235248
SAR1_5_-0.7_15;5;15;-0.7;-0.721326;0.04129886;0.39219372
SAR1_5_-0.7_18;5;18;-0.7;-0.721326;0.02500772;0.24018162
SAR1_5_-0.7_20;5;20;-0.7;-0.721326;0.01638704;0.1762969
SAR1_5_-0.7_22;5;22;-0.7;-0.721326;0.01467128;0.05641502
SAR1_5_-0.7_24;5;24;-0.7;-0.721326;0.00643102;0.02835014
SAR1_5_-0.7_3;5;3;-0.7;-0.721326;0.04373007;0.91005441
SAR1_5_-0.7_5;5;5;-0.7;-0.721326;0.04116576;0.87410103
SAR1_5_-0.9_10;5;10;-0.9;-0.8029624;0.05125659;0.54523871
SAR1_5_-0.9_13;5;13;-0.9;-0.8029624;0.02869205;0.56178859
SAR1_5_-0.9_15;5;15;-0.9;-0.8029624;0.02493451;0.39656789
SAR1_5_-0.9_18;5;18;-0.9;-0.8029624;0.02122402;0.21760227
SAR1_5_-0.9_20;5;20;-0.9;-0.8029624;0.01437747;0.14055053
SAR1_5_-0.9_22;5;22;-0.9;-0.8029624;0.01015709;0.07483407
SAR1_5_-0.9_24;5;24;-0.9;-0.8029624;0.00445499;0.03773823
SAR1_5_-0.9_3;5;3;-0.9;-0.8029624;0.04468238;0.94170621
SAR1_5_-0.9_5;5;5;-0.9;-0.8029624;0.04225865;0.7893469
SAR1_5_0.3_10;5;10;0.3;0.34305474;0.04310098;0.42850523
SAR1_5_0.3_13;5;13;0.3;0.34305474;0.05218063;0.28682794
SAR1_5_0.3_15;5;15;0.3;0.34305474;0.04992572;0.2554544
SAR1_5_0.3_18;5;18;0.3;0.34305474;0.03658281;0.11429617
SAR1_5_0.3_20;5;20;0.3;0.34305474;0.04040947;0.05184593
SAR1_5_0.3_22;5;22;0.3;0.34305474;0.02273518;0.03393385
SAR1_5_0.3_24;5;24;0.3;0.34305474;0.00961395;0.02382204
SAR1_5_0.3_3;5;3;0.3;0.34305474;0.04752744;0.84637968
SAR1_5_0.3_5;5;5;0.3;0.34305474;0.07574093;0.6695129
SAR1_5_0.5_10;5;10;0.5;0.49216659;0.07287192;0.32860568
SAR1_5_0.5_13;5;13;0.5;0.49216659;0.06385418;0.23896667
SAR1_5_0.5_15;5;15;0.5;0.49216659;0.05731182;0.18997436
SAR1_5_0.5_18;5;18;0.5;0.49216659;0.06183673;0.09572449
SAR1_5_0.5_20;5;20;0.5;0.49216659;0.04765238;0.06099922
SAR1_5_0.5_22;5;22;0.5;0.49216659;0.0231406;0.0411012
SAR1_5_0.5_24;5;24;0.5;0.49216659;0.00806144;0.02164276
SAR1_5_0.5_3;5;3;0.5;0.49216659;0.07370267;0.77469917
SAR1_5_0.5_5;5;5;0.5;0.49216659;0.07263333;0.61569938
SAR1_5_0.7_10;5;10;0.7;0.65215031;0.08518553;0.29556985
SAR1_5_0.7_13;5;13;0.7;0.65215031;0.0747408;0.26619015
SAR1_5_0.7_15;5;15;0.7;0.65215031;0.0800128;0.16023606
SAR1_5_0.7_18;5;18;0.7;0.65215031;0.07352794;0.1006818
SAR1_5_0.7_20;5;20;0.7;0.65215031;0.05656756;0.06142915
SAR1_5_0.7_22;5;22;0.7;0.65215031;0.02474438;0.05077373
SAR1_5_0.7_24;5;24;0.7;0.65215031;0.00930788;0.03869007
SAR1_5_0.7_3;5;3;0.7;0.65215031;0.08542519;0.70732322
SAR1_5_0.7_5;5;5;0.7;0.65215031;0.07591655;0.5731011
SAR1_5_0.9_10;5;10;0.9;0.87131976;0.07427669;0.15651637
SAR1_5_0.9_13;5;13;0.9;0.87131976;0.08602071;0.08556853
SAR1_5_0.9_15;5;15;0.9;0.87131976;0.07924943;0.08109451
SAR1_5_0.9_18;5;18;0.9;0.87131976;0.07118834;0.06150477
SAR1_5_0.9_20;5;20;0.9;0.87131976;0.05151021;0.04524092
SAR1_5_0.9_22;5;22;0.9;0.87131976;0.02591233;0.03971335
SAR1_5_0.9_24;5;24;0.9;0.87131976;0.00887739;0.02024611
SAR1_5_0.9_3;5;3;0.9;0.87131976;0.08445862;0.52034893
SAR1_5_0.9_5;5;5;0.9;0.87131976;0.08618555;0.32226819
SAR1_5_0_10;5;10;0;0.06243925;0.05099079;0.44480762
SAR1_5_0_13;5;13;0;0.06243925;0.0480887;0.353469
SAR1_5_0_15;5;15;0;0.06243925;0.036763;0.26199728
SAR1_5_0_18;5;18;0;0.06243925;0.03878198;0.16254722
SAR1_5_0_20;5;20;0;0.06243925;0.03441244;0.12642093
SAR1_5_0_22;5;22;0;0.06243925;0.02334504;0.08143088
SAR1_5_0_24;5;24;0;0.06243925;0.0122828;0.02602289
SAR1_5_0_3;5;3;0;0.06243925;0.05021143;0.85676116
SAR1_5_0_5;5;5;0;0.06243925;0.05431076;0.68511415
SAR10_10_-0.3_12;10;12;-0.3;-0.3351599;0.02876729;0.79867186
SAR10_10_-0.3_2;10;2;-0.3;-0.3351599;0.01328865;0.99270472
SAR10_10_-0.3_25;10;25;-0.3;-0.3351599;0.03493735;0.50172847
SAR10_10_-0.3_4;10;4;-0.3;-0.3351599;0.02191675;0.97462544
SAR10_10_-0.3_40;10;40;-0.3;-0.3351599;0.0233521;0.34990483
SAR10_10_-0.3_53;10;53;-0.3;-0.3351599;0.01814816;0.22399899
SAR10_10_-0.3_67;10;67;-0.3;-0.3351599;0.01394579;0.12308784
SAR10_10_-0.3_7;10;7;-0.3;-0.3351599;0.030891;0.87405962
SAR10_10_-0.3_80;10;80;-0.3;-0.3351599;0.01147668;0.07872887
SAR10_10_-0.3_90;10;90;-0.3;-0.3351599;0.00585976;0.03881559
SAR10_10_-0.3_99;10;99;-0.3;-0.3351599;0.00216506;0.00854078
SAR10_10_-0.5_12;10;12;-0.5;-0.4802252;0.03901146;0.83885047
SAR10_10_-0.5_2;10;2;-0.5;-0.4802252;0.0268774;0.97447455
SAR10_10_-0.5_25;10;25;-0.5;-0.4802252;0.02973079;0.61533161
SAR10_10_-0.5_4;10;4;-0.5;-0.4802252;0.02278771;0.9681392
SAR10_10_-0.5_40;10;40;-0.5;-0.4802252;0.02400458;0.43752829
SAR10_10_-0.5_53;10;53;-0.5;-0.4802252;0.02258668;0.30206525
SAR10_10_-0.5_67;10;67;-0.5;-0.4802252;0.01952766;0.21530438
SAR10_10_-0.5_7;10;7;-0.5;-0.4802252;0.03661124;0.89962028
SAR10_10_-0.5_80;10;80;-0.5;-0.4802252;0.00985005;0.14299558
SAR10_10_-0.5_90;10;90;-0.5;-0.4802252;0.00552889;0.0964665
SAR10_10_-0.5_99;10;99;-0.5;-0.4802252;0.00272859;0.00728815
SAR10_10_-0.7_12;10;12;-0.7;-0.6047497;0.04929876;0.70247352
SAR10_10_-0.7_2;10;2;-0.7;-0.6047497;0.00758382;0.99760923
SAR10_10_-0.7_25;10;25;-0.7;-0.6047497;0.03516093;0.48236683
SAR10_10_-0.7_4;10;4;-0.7;-0.6047497;0.05328683;0.9558731
SAR10_10_-0.7_40;10;40;-0.7;-0.6047497;0.03558713;0.27869109
SAR10_10_-0.7_53;10;53;-0.7;-0.6047497;0.02145488;0.20852577
SAR10_10_-0.7_67;10;67;-0.7;-0.6047497;0.01702494;0.09441624
SAR10_10_-0.7_7;10;7;-0.7;-0.6047497;0.0496216;0.87036121
SAR10_10_-0.7_80;10;80;-0.7;-0.6047497;0.00935502;0.04981498
SAR10_10_-0.7_90;10;90;-0.7;-0.6047497;0.00548326;0.02837225
SAR10_10_-0.7_99;10;99;-0.7;-0.6047497;0.0019661;0.00647331
SAR10_10_-0.9_12;10;12;-0.9;-0.8720638;0.03776906;0.83377038
SAR10_10_-0.9_2;10;2;-0.9;-0.8720638;0.01313647;0.99428173
SAR10_10_-0.9_25;10;25;-0.9;-0.8720638;0.0365066;0.57023432
SAR10_10_-0.9_4;10;4;-0.9;-0.8720638;0.02515483;0.97239189
SAR10_10_-0.9_40;10;40;-0.9;-0.8720638;0.02129668;0.43980718
SAR10_10_-0.9_53;10;53;-0.9;-0.8720638;0.01275405;0.32247529
SAR10_10_-0.9_67;10;67;-0.9;-0.8720638;0.01151958;0.24630277
SAR10_10_-0.9_7;10;7;-0.9;-0.8720638;0.03820297;0.91351378
SAR10_10_-0.9_80;10;80;-0.9;-0.8720638;0.0088011;0.18306425
SAR10_10_-0.9_90;10;90;-0.9;-0.8720638;0.00608539;0.10130125
SAR10_10_-0.9_99;10;99;-0.9;-0.8720638;0.00162926;0.0058175
SAR10_10_0.3_12;10;12;0.3;0.22248617;0.04014355;0.71584454
SAR10_10_0.3_2;10;2;0.3;0.22248617;0.01657641;0.98332902
SAR10_10_0.3_25;10;25;0.3;0.22248617;0.03146412;0.47714943
SAR10_10_0.3_4;10;4;0.3;0.22248617;0.03267872;0.94209337
SAR10_10_0.3_40;10;40;0.3;0.22248617;0.02644726;0.31980345
SAR10_10_0.3_53;10;53;0.3;0.22248617;0.0256896;0.22295171
SAR10_10_0.3_67;10;67;0.3;0.22248617;0.01884745;0.14967347
SAR10_10_0.3_7;10;7;0.3;0.22248617;0.04579373;0.81748267
SAR10_10_0.3_80;10;80;0.3;0.22248617;0.00829253;0.07739741
SAR10_10_0.3_90;10;90;0.3;0.22248617;0.00789668;0.04581915
SAR10_10_0.3_99;10;99;0.3;0.22248617;0.00232335;0.01091023
SAR10_10_0.5_12;10;12;0.5;0.47076439;0.04724191;0.66438417
SAR10_10_0.5_2;10;2;0.5;0.47076439;0.01899699;0.98750917
SAR10_10_0.5_25;10;25;0.5;0.47076439;0.03123823;0.41450811
SAR10_10_0.5_4;10;4;0.5;0.47076439;0.02835032;0.94517143
SAR10_10_0.5_40;10;40;0.5;0.47076439;0.02515323;0.28736163
SAR10_10_0.5_53;10;53;0.5;0.47076439;0.01391492;0.19088893
SAR10_10_0.5_67;10;67;0.5;0.47076439;0.01771566;0.11959653
SAR10_10_0.5_7;10;7;0.5;0.47076439;0.05397364;0.84244653
SAR10_10_0.5_80;10;80;0.5;0.47076439;0.01256404;0.08639064
