Vname;N;k;RhoReference;RhoEstimated;RCM_bar;RCV_bar
SAR5_5_-0.9_20;5;20;-0.9;-0.8389211;0.02251657;0.11960446
SAR5_5_-0.9_22;5;22;-0.9;-0.8389211;0.01233618;0.06497385
SAR5_5_-0.9_24;5;24;-0.9;-0.8389211;0.0083236;0.06713608
SAR5_5_-0.9_3;5;3;-0.9;-0.8389211;0.07146336;0.87181139
SAR5_5_-0.9_5;5;5;-0.9;-0.8389211;0.08377599;0.74149343
SAR5_5_0.3_10;5;10;0.3;0.25043525;0.05681318;0.25379109
SAR5_5_0.3_13;5;13;0.3;0.25043525;0.06731301;0.22042914
SAR5_5_0.3_15;5;15;0.3;0.25043525;0.04619854;0.18191937
SAR5_5_0.3_18;5;18;0.3;0.25043525;0.02953843;0.13994958
SAR5_5_0.3_20;5;20;0.3;0.25043525;0.02637368;0.07396698
SAR5_5_0.3_22;5;22;0.3;0.25043525;0.01520406;0.06211383
SAR5_5_0.3_24;5;24;0.3;0.25043525;0.01367742;0.01549514
SAR5_5_0.3_3;5;3;0.3;0.25043525;0.10940649;0.78287186
SAR5_5_0.3_5;5;5;0.3;0.25043525;0.09363026;0.64050058
SAR5_5_0.5_10;5;10;0.5;0.48182176;0.06144945;0.36471362
SAR5_5_0.5_13;5;13;0.5;0.48182176;0.06267329;0.21905876
SAR5_5_0.5_15;5;15;0.5;0.48182176;0.05241512;0.19230809
SAR5_5_0.5_18;5;18;0.5;0.48182176;0.03806941;0.1191903
SAR5_5_0.5_20;5;20;0.5;0.48182176;0.02754603;0.12960609
SAR5_5_0.5_22;5;22;0.5;0.48182176;0.02705841;0.10359227
SAR5_5_0.5_24;5;24;0.5;0.48182176;0.01473242;0.01734941
SAR5_5_0.5_3;5;3;0.5;0.48182176;0.0634199;0.82945211
SAR5_5_0.5_5;5;5;0.5;0.48182176;0.106913;0.59118584
SAR5_5_0.7_10;5;10;0.7;0.73594449;0.08165233;0.22351163
SAR5_5_0.7_13;5;13;0.7;0.73594449;0.05378228;0.17620208
SAR5_5_0.7_15;5;15;0.7;0.73594449;0.04310196;0.15867446
SAR5_5_0.7_18;5;18;0.7;0.73594449;0.04482385;0.13027419
SAR5_5_0.7_20;5;20;0.7;0.73594449;0.02440058;0.10010352
SAR5_5_0.7_22;5;22;0.7;0.73594449;0.01446425;0.06870985
SAR5_5_0.7_24;5;24;0.7;0.73594449;0.01351353;0.01384675
SAR5_5_0.7_3;5;3;0.7;0.73594449;0.08876277;0.61055969
SAR5_5_0.7_5;5;5;0.7;0.73594449;0.09532499;0.51314678
SAR5_5_0.9_10;5;10;0.9;0.8304986;0.09896315;0.19216189
SAR5_5_0.9_13;5;13;0.9;0.8304986;0.0778463;0.17373694
SAR5_5_0.9_15;5;15;0.9;0.8304986;0.07110545;0.12756651
SAR5_5_0.9_18;5;18;0.9;0.8304986;0.0480806;0.0970344
SAR5_5_0.9_20;5;20;0.9;0.8304986;0.02848899;0.06621721
SAR5_5_0.9_22;5;22;0.9;0.8304986;0.02692373;0.0369295
SAR5_5_0.9_24;5;24;0.9;0.8304986;0.01471585;0.01288831
SAR5_5_0.9_3;5;3;0.9;0.8304986;0.1461651;0.59193409
SAR5_5_0.9_5;5;5;0.9;0.8304986;0.15444184;0.40601679
SAR5_5_0_10;5;10;0;0.03138553;0.06318983;0.38505959
SAR5_5_0_13;5;13;0;0.03138553;0.05741822;0.30903904
SAR5_5_0_15;5;15;0;0.03138553;0.04842205;0.219441
SAR5_5_0_18;5;18;0;0.03138553;0.02820623;0.13063359
SAR5_5_0_20;5;20;0;0.03138553;0.02973622;0.07494293
SAR5_5_0_22;5;22;0;0.03138553;0.02137268;0.06040757
SAR5_5_0_24;5;24;0;0.03138553;0.01593377;0.01612772
SAR5_5_0_3;5;3;0;0.03138553;0.05170992;0.86297599
SAR5_5_0_5;5;5;0;0.03138553;0.06458338;0.65083268
SAR50_10_-0.3_12;10;12;-0.3;-0.3947566;0.04145907;0.77756108
SAR50_10_-0.3_2;10;2;-0.3;-0.3947566;0.01155098;0.99546073
SAR50_10_-0.3_25;10;25;-0.3;-0.3947566;0.02978208;0.60641189
SAR50_10_-0.3_4;10;4;-0.3;-0.3947566;0.03109974;0.95688128
SAR50_10_-0.3_40;10;40;-0.3;-0.3947566;0.02783592;0.39603513
SAR50_10_-0.3_53;10;53;-0.3;-0.3947566;0.01720319;0.31042236
SAR50_10_-0.3_67;10;67;-0.3;-0.3947566;0.01264942;0.14944458
SAR50_10_-0.3_7;10;7;-0.3;-0.3947566;0.03134785;0.91130498
SAR50_10_-0.3_80;10;80;-0.3;-0.3947566;0.01188051;0.06088852
SAR50_10_-0.3_90;10;90;-0.3;-0.3947566;0.00980956;0.02345914
SAR50_10_-0.3_99;10;99;-0.3;-0.3947566;0.00180331;0.00710853
SAR50_10_-0.5_12;10;12;-0.5;-0.5523346;0.04184079;0.82906481
SAR50_10_-0.5_2;10;2;-0.5;-0.5523346;0.01955757;0.98875839
SAR50_10_-0.5_25;10;25;-0.5;-0.5523346;0.0377515;0.5491568
SAR50_10_-0.5_4;10;4;-0.5;-0.5523346;0.03493782;0.95986761
SAR50_10_-0.5_40;10;40;-0.5;-0.5523346;0.02243292;0.42532139
SAR50_10_-0.5_53;10;53;-0.5;-0.5523346;0.0178894;0.36386201
SAR50_10_-0.5_67;10;67;-0.5;-0.5523346;0.01764853;0.21077289
SAR50_10_-0.5_7;10;7;-0.5;-0.5523346;0.04074611;0.91579447
SAR50_10_-0.5_80;10;80;-0.5;-0.5523346;0.01009399;0.10023809
SAR50_10_-0.5_90;10;90;-0.5;-0.5523346;0.006767;0.04206747
SAR50_10_-0.5_99;10;99;-0.5;-0.5523346;0.00258305;0.01156084
SAR50_10_-0.7_12;10;12;-0.7;-0.6447074;0.03800989;0.84753603
SAR50_10_-0.7_2;10;2;-0.7;-0.6447074;0.01760443;0.98667259
SAR50_10_-0.7_25;10;25;-0.7;-0.6447074;0.02603961;0.62378919
SAR50_10_-0.7_4;10;4;-0.7;-0.6447074;0.03875401;0.94234044
SAR50_10_-0.7_40;10;40;-0.7;-0.6447074;0.0245773;0.48380141
SAR50_10_-0.7_53;10;53;-0.7;-0.6447074;0.02257783;0.30221966
SAR50_10_-0.7_67;10;67;-0.7;-0.6447074;0.01514555;0.18277153
SAR50_10_-0.7_7;10;7;-0.7;-0.6447074;0.03610416;0.9140276
SAR50_10_-0.7_80;10;80;-0.7;-0.6447074;0.01225622;0.07857209
SAR50_10_-0.7_90;10;90;-0.7;-0.6447074;0.00629016;0.03141809
SAR50_10_-0.7_99;10;99;-0.7;-0.6447074;0.0012676;0.00838546
SAR50_10_-0.9_12;10;12;-0.9;-0.8925774;0.0361833;0.85016299
SAR50_10_-0.9_2;10;2;-0.9;-0.8925774;0.00822645;0.99746135
SAR50_10_-0.9_25;10;25;-0.9;-0.8925774;0.0328214;0.61263727
SAR50_10_-0.9_4;10;4;-0.9;-0.8925774;0.02405478;0.9793393
SAR50_10_-0.9_40;10;40;-0.9;-0.8925774;0.02216456;0.44874525
SAR50_10_-0.9_53;10;53;-0.9;-0.8925774;0.01693439;0.35148731
SAR50_10_-0.9_67;10;67;-0.9;-0.8925774;0.01214728;0.20827407
SAR50_10_-0.9_7;10;7;-0.9;-0.8925774;0.03941358;0.91561379
SAR50_10_-0.9_80;10;80;-0.9;-0.8925774;0.009061;0.09182529
SAR50_10_-0.9_90;10;90;-0.9;-0.8925774;0.00683686;0.04141671
SAR50_10_-0.9_99;10;99;-0.9;-0.8925774;0.0017489;0.00629047
SAR50_10_0.3_12;10;12;0.3;0.15070369;0.03942317;0.70889398
SAR50_10_0.3_2;10;2;0.3;0.15070369;0.02418319;0.98759999
SAR50_10_0.3_25;10;25;0.3;0.15070369;0.04087524;0.46236982
SAR50_10_0.3_4;10;4;0.3;0.15070369;0.03833374;0.93444389
SAR50_10_0.3_40;10;40;0.3;0.15070369;0.02902306;0.3159262
SAR50_10_0.3_53;10;53;0.3;0.15070369;0.01913235;0.20182581
SAR50_10_0.3_67;10;67;0.3;0.15070369;0.02254183;0.12396564
SAR50_10_0.3_7;10;7;0.3;0.15070369;0.04901601;0.81951646
SAR50_10_0.3_80;10;80;0.3;0.15070369;0.01143958;0.06906577
SAR50_10_0.3_90;10;90;0.3;0.15070369;0.01005456;0.02123676
SAR50_10_0.3_99;10;99;0.3;0.15070369;0.00118563;0.00808636
SAR50_10_0.5_12;10;12;0.5;0.48461423;0.07267465;0.5198431
SAR50_10_0.5_2;10;2;0.5;0.48461423;0.06830496;0.9008845
SAR50_10_0.5_25;10;25;0.5;0.48461423;0.0510871;0.3278241
SAR50_10_0.5_4;10;4;0.5;0.48461423;0.0646206;0.77132715
SAR50_10_0.5_40;10;40;0.5;0.48461423;0.03379787;0.20911849
SAR50_10_0.5_53;10;53;0.5;0.48461423;0.02481572;0.13262876
SAR50_10_0.5_67;10;67;0.5;0.48461423;0.01887505;0.0623951
SAR50_10_0.5_7;10;7;0.5;0.48461423;0.07706616;0.68968603
SAR50_10_0.5_80;10;80;0.5;0.48461423;0.01257479;0.03326816
SAR50_10_0.5_90;10;90;0.5;0.48461423;0.00693968;0.02656268
SAR50_10_0.5_99;10;99;0.5;0.48461423;0.00242427;0.00667354
SAR50_10_0.7_12;10;12;0.7;0.63325412;0.05422824;0.58421367
SAR50_10_0.7_2;10;2;0.7;0.63325412;0.06448798;0.90889581
SAR50_10_0.7_25;10;25;0.7;0.63325412;0.03148961;0.31172116
SAR50_10_0.7_4;10;4;0.7;0.63325412;0.04790017;0.84714703
SAR50_10_0.7_40;10;40;0.7;0.63325412;0.03091023;0.20210241
SAR50_10_0.7_53;10;53;0.7;0.63325412;0.02182903;0.14617093
SAR50_10_0.7_67;10;67;0.7;0.63325412;0.02429528;0.08171117
SAR50_10_0.7_7;10;7;0.7;0.63325412;0.05379691;0.73132285
SAR50_10_0.7_80;10;80;0.7;0.63325412;0.01330179;0.03763356
SAR50_10_0.7_90;10;90;0.7;0.63325412;0.00725914;0.02577418
SAR50_10_0.7_99;10;99;0.7;0.63325412;0.00155919;0.00746672
SAR50_10_0.9_12;10;12;0.9;0.84263261;0.10144382;0.21599011
SAR50_10_0.9_2;10;2;0.9;0.84263261;0.08809013;0.82104664
SAR50_10_0.9_25;10;25;0.9;0.84263261;0.06221453;0.09060652
SAR50_10_0.9_4;10;4;0.9;0.84263261;0.0894437;0.60075182
SAR50_10_0.9_40;10;40;0.9;0.84263261;0.05200154;0.0487783
SAR50_10_0.9_53;10;53;0.9;0.84263261;0.02464177;0.04801002
SAR50_10_0.9_67;10;67;0.9;0.84263261;0.01862303;0.04073418
SAR50_10_0.9_7;10;7;0.9;0.84263261;0.08547553;0.37874398
SAR50_10_0.9_80;10;80;0.9;0.84263261;0.01232081;0.03513573
SAR50_10_0.9_90;10;90;0.9;0.84263261;0.00928214;0.02534646
SAR50_10_0.9_99;10;99;0.9;0.84263261;0.00234979;0.00911361
SAR50_10_0_12;10;12;0;-0.0135105;0.03860243;0.7444007
SAR50_10_0_2;10;2;0;-0.0135105;0.03016156;0.98338462
SAR50_10_0_25;10;25;0;-0.0135105;0.03088448;0.47830478
SAR50_10_0_4;10;4;0;-0.0135105;0.054057;0.91541583
SAR50_10_0_40;10;40;0;-0.0135105;0.02194927;0.34147621
SAR50_10_0_53;10;53;0;-0.0135105;0.02912286;0.23736037
SAR50_10_0_67;10;67;0;-0.0135105;0.01797013;0.15882301
SAR50_10_0_7;10;7;0;-0.0135105;0.04250282;0.83476122
SAR50_10_0_80;10;80;0;-0.0135105;0.01231728;0.05217551
SAR50_10_0_90;10;90;0;-0.0135105;0.01056942;0.03075663
SAR50_10_0_99;10;99;0;-0.0135105;0.00317365;0.01090903
SAR50_15_-0.3_10;15;10;-0.3;-0.2958979;0.02309103;0.94858904
SAR50_15_-0.3_120;15;120;-0.3;-0.2958979;0.01823455;0.16009815
SAR50_15_-0.3_15;15;15;-0.3;-0.2958979;0.03310726;0.89541772
SAR50_15_-0.3_150;15;150;-0.3;-0.2958979;0.01681304;0.07015963
SAR50_15_-0.3_180;15;180;-0.3;-0.2958979;0.00950863;0.03853631
SAR50_15_-0.3_200;15;200;-0.3;-0.2958979;0.0056697;0.02212303
SAR50_15_-0.3_220;15;220;-0.3;-0.2958979;0.00297637;0.01157074
SAR50_15_-0.3_3;15;3;-0.3;-0.2958979;0.02534125;0.98188101
SAR50_15_-0.3_30;15;30;-0.3;-0.2958979;0.03688736;0.64988467
SAR50_15_-0.3_5;15;5;-0.3;-0.2958979;0.02133898;0.97899486
SAR50_15_-0.3_60;15;60;-0.3;-0.2958979;0.02842847;0.45035264
SAR50_15_-0.3_90;15;90;-0.3;-0.2958979;0.01880926;0.28756
SAR50_15_-0.5_10;15;10;-0.5;-0.4822313;0.03128971;0.93770969
SAR50_15_-0.5_120;15;120;-0.5;-0.4822313;0.01941702;0.15759802
SAR50_15_-0.5_15;15;15;-0.5;-0.4822313;0.02969265;0.87782694
SAR50_15_-0.5_150;15;150;-0.5;-0.4822313;0.01287991;0.08546588
SAR50_15_-0.5_180;15;180;-0.5;-0.4822313;0.00874929;0.03121049
SAR50_15_-0.5_200;15;200;-0.5;-0.4822313;0.00530663;0.018068
SAR50_15_-0.5_220;15;220;-0.5;-0.4822313;0.0024783;0.00683618
SAR50_15_-0.5_3;15;3;-0.5;-0.4822313;0.01142269;0.99526843
SAR50_15_-0.5_30;15;30;-0.5;-0.4822313;0.02425531;0.74365029
SAR50_15_-0.5_5;15;5;-0.5;-0.4822313;0.02163709;0.97488232
SAR50_15_-0.5_60;15;60;-0.5;-0.4822313;0.02635126;0.47694601
SAR50_15_-0.5_90;15;90;-0.5;-0.4822313;0.02605121;0.31712341
SAR50_15_-0.7_10;15;10;-0.7;-0.6491794;0.02528416;0.90359355
SAR50_15_-0.7_120;15;120;-0.7;-0.6491794;0.01548962;0.14289557
SAR50_15_-0.7_15;15;15;-0.7;-0.6491794;0.02828232;0.85921825
SAR50_15_-0.7_150;15;150;-0.7;-0.6491794;0.01190283;0.05932302
SAR50_15_-0.7_180;15;180;-0.7;-0.6491794;0.00693021;0.02542699
SAR50_15_-0.7_200;15;200;-0.7;-0.6491794;0.00583624;0.0202137
SAR50_15_-0.7_220;15;220;-0.7;-0.6491794;0.00240132;0.00963737
SAR50_15_-0.7_3;15;3;-0.7;-0.6491794;0.02144997;0.99228282
SAR50_15_-0.7_30;15;30;-0.7;-0.6491794;0.0328672;0.65562495
SAR50_15_-0.7_5;15;5;-0.7;-0.6491794;0.02648077;0.9630695
SAR50_15_-0.7_60;15;60;-0.7;-0.6491794;0.02673476;0.4062412
SAR50_15_-0.7_90;15;90;-0.7;-0.6491794;0.01636587;0.2835471
SAR50_15_-0.9_10;15;10;-0.9;-0.9172388;0.02254032;0.93810124
SAR50_15_-0.9_120;15;120;-0.9;-0.9172388;0.01191227;0.14398769
SAR50_15_-0.9_15;15;15;-0.9;-0.9172388;0.03093446;0.86918836
SAR50_15_-0.9_150;15;150;-0.9;-0.9172388;0.01063495;0.05868644
SAR50_15_-0.9_180;15;180;-0.9;-0.9172388;0.00499086;0.03736241
SAR50_15_-0.9_200;15;200;-0.9;-0.9172388;0.00338628;0.0256731
SAR50_15_-0.9_220;15;220;-0.9;-0.9172388;0.00146098;0.00720054
SAR50_15_-0.9_3;15;3;-0.9;-0.9172388;0.01285097;0.99119387
SAR50_15_-0.9_30;15;30;-0.9;-0.9172388;0.02862137;0.727761
SAR50_15_-0.9_5;15;5;-0.9;-0.9172388;0.01940571;0.96925701
SAR50_15_-0.9_60;15;60;-0.9;-0.9172388;0.02632818;0.48302108
SAR50_15_-0.9_90;15;90;-0.9;-0.9172388;0.01827848;0.27548052
SAR50_15_0.3_10;15;10;0.3;0.35200978;0.04834397;0.85796047
SAR50_15_0.3_120;15;120;0.3;0.35200978;0.02242359;0.08459112
SAR50_15_0.3_15;15;15;0.3;0.35200978;0.04432147;0.78130279
SAR50_15_0.3_150;15;150;0.3;0.35200978;0.02078552;0.04535976
SAR50_15_0.3_180;15;180;0.3;0.35200978;0.00754935;0.02370919
SAR50_15_0.3_200;15;200;0.3;0.35200978;0.00733478;0.02445979
SAR50_15_0.3_220;15;220;0.3;0.35200978;0.00322074;0.0076188
SAR50_15_0.3_3;15;3;0.3;0.35200978;0.04334178;0.96252289
SAR50_15_0.3_30;15;30;0.3;0.35200978;0.04468023;0.55688863
SAR50_15_0.3_5;15;5;0.3;0.35200978;0.03478741;0.94534841
SAR50_15_0.3_60;15;60;0.3;0.35200978;0.04806739;0.31557732
SAR50_15_0.3_90;15;90;0.3;0.35200978;0.02235425;0.22337025
SAR50_15_0.5_10;15;10;0.5;0.55836018;0.04390443;0.85188729
SAR50_15_0.5_120;15;120;0.5;0.55836018;0.02511735;0.07953578
SAR50_15_0.5_15;15;15;0.5;0.55836018;0.04918882;0.71121829
SAR50_15_0.5_150;15;150;0.5;0.55836018;0.01456766;0.03630196
SAR50_15_0.5_180;15;180;0.5;0.55836018;0.00882392;0.03237625
SAR50_15_0.5_200;15;200;0.5;0.55836018;0.0067854;0.01900918
SAR50_15_0.5_220;15;220;0.5;0.55836018;0.00301478;0.00790492
SAR50_15_0.5_3;15;3;0.5;0.55836018;0.04273138;0.96128452
SAR50_15_0.5_30;15;30;0.5;0.55836018;0.03467411;0.5043829
SAR50_15_0.5_5;15;5;0.5;0.55836018;0.05239837;0.91998534
SAR50_15_0.5_60;15;60;0.5;0.55836018;0.03954514;0.29792809
SAR50_15_0.5_90;15;90;0.5;0.55836018;0.02674525;0.1347107
SAR50_15_0.7_10;15;10;0.7;0.63376246;0.06482118;0.68689073
SAR50_15_0.7_120;15;120;0.7;0.63376246;0.02801102;0.04352675
SAR50_15_0.7_15;15;15;0.7;0.63376246;0.05127543;0.55948468
SAR50_15_0.7_150;15;150;0.7;0.63376246;0.01743728;0.0301237
SAR50_15_0.7_180;15;180;0.7;0.63376246;0.00805196;0.02651361
SAR50_15_0.7_200;15;200;0.7;0.63376246;0.00397274;0.02899555
SAR50_15_0.7_220;15;220;0.7;0.63376246;0.00368737;0.01226268
SAR50_15_0.7_3;15;3;0.7;0.63376246;0.0591966;0.90874275
SAR50_15_0.7_30;15;30;0.7;0.63376246;0.04965416;0.35490971
SAR50_15_0.7_5;15;5;0.7;0.63376246;0.06377108;0.85232263
SAR50_15_0.7_60;15;60;0.7;0.63376246;0.05151583;0.1729513
SAR50_15_0.7_90;15;90;0.7;0.63376246;0.0299751;0.10358932
SAR50_15_0.9_10;15;10;0.9;0.84711284;0.06010719;0.63840833
SAR50_15_0.9_120;15;120;0.9;0.84711284;0.0286102;0.10434089
SAR50_15_0.9_15;15;15;0.9;0.84711284;0.04274997;0.5010117
SAR50_15_0.9_150;15;150;0.9;0.84711284;0.01628891;0.09682801
SAR50_15_0.9_180;15;180;0.9;0.84711284;0.00850467;0.0778861
SAR50_15_0.9_200;15;200;0.9;0.84711284;0.00754343;0.04217357
SAR50_15_0.9_220;15;220;0.9;0.84711284;0.00320912;0.01070771
SAR50_15_0.9_3;15;3;0.9;0.84711284;0.0495774;0.9183172
SAR50_15_0.9_30;15;30;0.9;0.84711284;0.05140716;0.22999722
SAR50_15_0.9_5;15;5;0.9;0.84711284;0.06818079;0.82920645
SAR50_15_0.9_60;15;60;0.9;0.84711284;0.05282921;0.08765343
SAR50_15_0.9_90;15;90;0.9;0.84711284;0.03620705;0.07428744
SAR50_15_0_10;15;10;0;-0.0046377;0.03145451;0.8867292
SAR50_15_0_120;15;120;0;-0.0046377;0.02218683;0.13574897
SAR50_15_0_15;15;15;0;-0.0046377;0.03898989;0.85491919
SAR50_15_0_150;15;150;0;-0.0046377;0.01161661;0.06523118
SAR50_15_0_180;15;180;0;-0.0046377;0.00935748;0.03710083
SAR50_15_0_200;15;200;0;-0.0046377;0.00556143;0.01495199
SAR50_15_0_220;15;220;0;-0.0046377;0.00315335;0.00975343
SAR50_15_0_3;15;3;0;-0.0046377;0.02667067;0.97620673
SAR50_15_0_30;15;30;0;-0.0046377;0.04054642;0.64377964
SAR50_15_0_5;15;5;0;-0.0046377;0.01945519;0.96477706
SAR50_15_0_60;15;60;0;-0.0046377;0.03713784;0.44825299
SAR50_15_0_90;15;90;0;-0.0046377;0.02407024;0.29257964
SAR50_20_-0.3_110;20;110;-0.3;-0.2915288;0.01408727;0.48609575
SAR50_20_-0.3_160;20;160;-0.3;-0.2915288;0.01110192;0.34694582
SAR50_20_-0.3_18;20;18;-0.3;-0.2915288;0.01910379;0.91476483
SAR50_20_-0.3_213;20;213;-0.3;-0.2915288;0.00878497;0.19643497
SAR50_20_-0.3_26;20;26;-0.3;-0.2915288;0.01422124;0.88872596
SAR50_20_-0.3_267;20;267;-0.3;-0.2915288;0.00769631;0.11977455
SAR50_20_-0.3_320;20;320;-0.3;-0.2915288;0.0046691;0.05846982
SAR50_20_-0.3_360;20;360;-0.3;-0.2915288;0.0026623;0.02705011
SAR50_20_-0.3_396;20;396;-0.3;-0.2915288;0.00102194;0.00309184
SAR50_20_-0.3_4;20;4;-0.3;-0.2915288;0.00975839;0.99131349
SAR50_20_-0.3_50;20;50;-0.3;-0.2915288;0.01523773;0.78447195
SAR50_20_-0.3_9;20;9;-0.3;-0.2915288;0.01096011;0.97882527
SAR50_20_-0.5_110;20;110;-0.5;-0.5075642;0.01924885;0.54031214
SAR50_20_-0.5_160;20;160;-0.5;-0.5075642;0.0100807;0.38593665
SAR50_20_-0.5_18;20;18;-0.5;-0.5075642;0.01636971;0.92968701
SAR50_20_-0.5_213;20;213;-0.5;-0.5075642;0.00854339;0.23748418
SAR50_20_-0.5_26;20;26;-0.5;-0.5075642;0.02148703;0.86820162
SAR50_20_-0.5_267;20;267;-0.5;-0.5075642;0.00748872;0.13274963
SAR50_20_-0.5_320;20;320;-0.5;-0.5075642;0.00542291;0.07987343
SAR50_20_-0.5_360;20;360;-0.5;-0.5075642;0.00290893;0.03539781
SAR50_20_-0.5_396;20;396;-0.5;-0.5075642;0.00083255;0.00480496
SAR50_20_-0.5_4;20;4;-0.5;-0.5075642;0.00685561;0.9956714
SAR50_20_-0.5_50;20;50;-0.5;-0.5075642;0.0223575;0.75737558
SAR50_20_-0.5_9;20;9;-0.5;-0.5075642;0.01560716;0.97548704
SAR50_20_-0.7_110;20;110;-0.7;-0.6818339;0.01272995;0.53566819
SAR50_20_-0.7_160;20;160;-0.7;-0.6818339;0.01262856;0.35144357
SAR50_20_-0.7_18;20;18;-0.7;-0.6818339;0.01266513;0.94398343
SAR50_20_-0.7_213;20;213;-0.7;-0.6818339;0.00720696;0.24437239
SAR50_20_-0.7_26;20;26;-0.7;-0.6818339;0.02243461;0.88505285
SAR50_20_-0.7_267;20;267;-0.7;-0.6818339;0.00634619;0.13541364
SAR50_20_-0.7_320;20;320;-0.7;-0.6818339;0.0042871;0.0777306
SAR50_20_-0.7_360;20;360;-0.7;-0.6818339;0.00225979;0.03391373
SAR50_20_-0.7_396;20;396;-0.7;-0.6818339;0.00095976;0.00432878
SAR50_20_-0.7_4;20;4;-0.7;-0.6818339;0.00405424;0.99839233
SAR50_20_-0.7_50;20;50;-0.7;-0.6818339;0.02360538;0.75102486
SAR50_20_-0.7_9;20;9;-0.7;-0.6818339;0.01647716;0.95949053
SAR50_20_-0.9_110;20;110;-0.9;-0.9273016;0.01451564;0.43454049
SAR50_20_-0.9_160;20;160;-0.9;-0.9273016;0.00853721;0.35825758
SAR50_20_-0.9_18;20;18;-0.9;-0.9273016;0.01229081;0.96418912
SAR50_20_-0.9_213;20;213;-0.9;-0.9273016;0.00613389;0.22250507
SAR50_20_-0.9_26;20;26;-0.9;-0.9273016;0.01325119;0.87066481
SAR50_20_-0.9_267;20;267;-0.9;-0.9273016;0.00510164;0.12563222
SAR50_20_-0.9_320;20;320;-0.9;-0.9273016;0.00466684;0.06642709
SAR50_20_-0.9_360;20;360;-0.9;-0.9273016;0.00201867;0.03596809
SAR50_20_-0.9_396;20;396;-0.9;-0.9273016;0.00052016;0.00428255
SAR50_20_-0.9_4;20;4;-0.9;-0.9273016;0.00728857;0.99614966
SAR50_20_-0.9_50;20;50;-0.9;-0.9273016;0.0172866;0.67402931
SAR50_20_-0.9_9;20;9;-0.9;-0.9273016;0.01125841;0.97242732
SAR50_20_0.3_110;20;110;0.3;0.31350816;0.0127836;0.35348312
SAR50_20_0.3_160;20;160;0.3;0.31350816;0.01239742;0.22860354
SAR50_20_0.3_18;20;18;0.3;0.31350816;0.02481073;0.86124667
SAR50_20_0.3_213;20;213;0.3;0.31350816;0.01040655;0.12990587
SAR50_20_0.3_26;20;26;0.3;0.31350816;0.02839658;0.76842836
SAR50_20_0.3_267;20;267;0.3;0.31350816;0.00797195;0.06753953
SAR50_20_0.3_320;20;320;0.3;0.31350816;0.00573996;0.04162186
SAR50_20_0.3_360;20;360;0.3;0.31350816;0.00365404;0.01960048
SAR50_20_0.3_396;20;396;0.3;0.31350816;0.00136307;0.00264836
SAR50_20_0.3_4;20;4;0.3;0.31350816;0.01640756;0.98002239
SAR50_20_0.3_50;20;50;0.3;0.31350816;0.02563231;0.63798917
SAR50_20_0.3_9;20;9;0.3;0.31350816;0.02294949;0.94637062
SAR50_20_0.5_110;20;110;0.5;0.43408779;0.01620368;0.31449432
SAR50_20_0.5_160;20;160;0.5;0.43408779;0.01004357;0.21646868
SAR50_20_0.5_18;20;18;0.5;0.43408779;0.02974097;0.79198725
SAR50_20_0.5_213;20;213;0.5;0.43408779;0.00974955;0.13053146
SAR50_20_0.5_26;20;26;0.5;0.43408779;0.01761;0.76794287
SAR50_20_0.5_267;20;267;0.5;0.43408779;0.00650042;0.06515543
SAR50_20_0.5_320;20;320;0.5;0.43408779;0.00514702;0.03444957
SAR50_20_0.5_360;20;360;0.5;0.43408779;0.00397723;0.02006102
SAR50_20_0.5_396;20;396;0.5;0.43408779;0.00118052;0.00390955
SAR50_20_0.5_4;20;4;0.5;0.43408779;0.02193669;0.96268267
SAR50_20_0.5_50;20;50;0.5;0.43408779;0.02274134;0.61032077
SAR50_20_0.5_9;20;9;0.5;0.43408779;0.02281301;0.91788805
SAR50_20_0.7_110;20;110;0.7;0.68064478;0.01868664;0.23430263
SAR50_20_0.7_160;20;160;0.7;0.68064478;0.01579542;0.14735096
SAR50_20_0.7_18;20;18;0.7;0.68064478;0.03907268;0.6700312
SAR50_20_0.7_213;20;213;0.7;0.68064478;0.01390602;0.0745142
SAR50_20_0.7_26;20;26;0.7;0.68064478;0.03715723;0.64272236
SAR50_20_0.7_267;20;267;0.7;0.68064478;0.00678781;0.02894798
SAR50_20_0.7_320;20;320;0.7;0.68064478;0.00748022;0.01805074
SAR50_20_0.7_360;20;360;0.7;0.68064478;0.00401571;0.00861531
SAR50_20_0.7_396;20;396;0.7;0.68064478;0.00133635;0.00276851
SAR50_20_0.7_4;20;4;0.7;0.68064478;0.03959958;0.92788549
SAR50_20_0.7_50;20;50;0.7;0.68064478;0.02355875;0.45673842
SAR50_20_0.7_9;20;9;0.7;0.68064478;0.03194927;0.84315555
SAR50_20_0.9_110;20;110;0.9;0.90767757;0.01957209;0.09075353
SAR50_20_0.9_160;20;160;0.9;0.90767757;0.01080056;0.07190197
SAR50_20_0.9_18;20;18;0.9;0.90767757;0.04023799;0.34985332
SAR50_20_0.9_213;20;213;0.9;0.90767757;0.01229824;0.08154862
SAR50_20_0.9_26;20;26;0.9;0.90767757;0.04113994;0.25591947
SAR50_20_0.9_267;20;267;0.9;0.90767757;0.00675325;0.06301867
SAR50_20_0.9_320;20;320;0.9;0.90767757;0.00457104;0.04220317
SAR50_20_0.9_360;20;360;0.9;0.90767757;0.00324929;0.02024959
